index,Age,Gender,Country,Formal_Education,Position,Years_Coding,Salary
370,27.0,Male,India,Bachelor’s degree,DBA/Database Engineer,0.0,1499.5
371,23.0,Male,United States of America,Master’s degree,Data Scientist,10.0,64999.5
372,37.0,Male,Brazil,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,27499.5
373,19.5,Male,United States of America,Bachelor’s degree,Data Scientist,2.0,54999.5
374,32.0,Male,South Africa,Bachelor’s degree,Data Scientist,5.0,74999.5
375,64.5,Male,United States of America,Doctoral degree,Data Scientist,20.0,224999.5
376,27.0,Male,Russia,Master’s degree,Data Analyst,5.0,3499.5
377,27.0,Female,Brazil,Professional degree,Data Analyst,2.0,12499.5
378,64.5,Male,Mexico,Master’s degree,Other,0.0,54999.5
379,37.0,Female,United States of America,Doctoral degree,Other,20.0,137499.5
380,32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,94999.5
381,42.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
382,37.0,Male,Germany,Master’s degree,Research Scientist,10.0,64999.5
383,37.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Research Scientist,10.0,27499.5
384,32.0,Male,Switzerland,Master’s degree,Other,5.0,84999.5
385,52.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,20.0,112499.5
386,27.0,Male,Argentina,Professional degree,Other,2.0,12499.5
387,32.0,Male,India,Bachelor’s degree,Software Engineer,10.0,4499.5
388,23.0,Male,Poland,Master’s degree,Data Analyst,2.0,27499.5
389,27.0,Male,Brazil,Bachelor’s degree,Data Scientist,2.0,8749.5
390,47.0,Male,United States of America,Master’s degree,Other,2.0,224999.5
391,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,137499.5
392,23.0,Male,Canada,Bachelor’s degree,Data Analyst,5.0,64999.5
393,37.0,Female,Brazil,Doctoral degree,Data Scientist,20.0,44999.5
394,37.0,Male,United States of America,Master’s degree,Product/Project Manager,0.0,174999.5
395,32.0,Male,United States of America,Master’s degree,Data Scientist,20.0,174999.5
396,27.0,Male,India,Master’s degree,Data Scientist,5.0,44999.5
397,37.0,Male,Italy,Doctoral degree,Research Scientist,10.0,34999.5
398,42.0,Male,Brazil,Master’s degree,Business Analyst,20.0,64999.5
399,32.0,Male,Russia,Master’s degree,Software Engineer,5.0,54999.5
400,64.5,Male,United States of America,Doctoral degree,Business Analyst,20.0,137499.5
401,23.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,74999.5
402,32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,84999.5
403,27.0,Male,Brazil,Doctoral degree,Data Engineer,5.0,1499.5
404,52.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,20.0,74999.5
405,23.0,Male,Argentina,Bachelor’s degree,Software Engineer,5.0,6249.5
406,27.0,Female,United States of America,Doctoral degree,Data Engineer,10.0,74999.5
407,32.0,Male,United States of America,Bachelor’s degree,Other,20.0,74999.5
408,27.0,Female,United States of America,Master’s degree,Data Scientist,5.0,112499.5
409,19.5,Male,Indonesia,Bachelor’s degree,Business Analyst,2.0,12499.5
410,47.0,Male,United States of America,Doctoral degree,Data Scientist,10.0,224999.5
411,52.0,Female,Romania,Doctoral degree,Research Scientist,2.0,17499.5
412,47.0,Male,Colombia,Master’s degree,Software Engineer,5.0,112499.5
413,37.0,Male,France,Doctoral degree,Research Scientist,20.0,84999.5
414,27.0,Male,Japan,Master’s degree,Data Scientist,5.0,6249.5
415,42.0,Male,Germany,Master’s degree,Data Analyst,5.0,64999.5
416,42.0,Female,United States of America,Bachelor’s degree,DBA/Database Engineer,5.0,64999.5
417,27.0,Male,India,Master’s degree,Data Analyst,2.0,1499.5
418,42.0,Male,Brazil,Doctoral degree,Other,20.0,3499.5
419,52.0,Male,Spain,Master’s degree,Data Scientist,5.0,94999.5
420,47.0,Male,Turkey,Master’s degree,Software Engineer,0.0,17499.5
421,23.0,Male,Portugal,Master’s degree,Data Scientist,2.0,1499.5
422,47.0,Male,United States of America,Master’s degree,Software Engineer,5.0,137499.5
423,37.0,Male,United States of America,Doctoral degree,Research Scientist,10.0,54999.5
424,32.0,Male,United States of America,Master’s degree,Data Scientist,10.0,174999.5
425,32.0,Female,United States of America,Doctoral degree,Research Scientist,10.0,54999.5
426,32.0,Male,Ukraine,Master’s degree,Data Engineer,5.0,74999.5
427,23.0,Male,India,Bachelor’s degree,Software Engineer,2.0,6249.5
428,23.0,Female,India,Master’s degree,Software Engineer,2.0,6249.5
429,37.0,Female,United States of America,Master’s degree,Statistician,10.0,112499.5
430,37.0,Male,India,Master’s degree,Product/Project Manager,2.0,34999.5
431,23.0,Female,Russia,Master’s degree,Data Scientist,5.0,27499.5
432,42.0,Female,United States of America,Master’s degree,Software Engineer,2.0,44999.5
433,23.0,Male,Russia,Bachelor’s degree,Data Scientist,2.0,17499.5
434,32.0,Female,United States of America,Doctoral degree,Data Scientist,10.0,174999.5
435,23.0,Female,India,Master’s degree,Data Engineer,5.0,44999.5
436,23.0,Male,Brazil,Master’s degree,Data Scientist,2.0,12499.5
437,52.0,Male,United States of America,Doctoral degree,Research Scientist,20.0,137499.5
438,37.0,Male,United States of America,Master’s degree,Data Scientist,10.0,112499.5
439,42.0,Male,Argentina,Master’s degree,Data Scientist,20.0,54999.5
440,42.0,Male,Other,Doctoral degree,Research Scientist,2.0,8749.5
441,32.0,Male,Colombia,Master’s degree,Business Analyst,5.0,1499.5
442,37.0,Male,India,Master’s degree,Product/Project Manager,5.0,12499.5
443,52.0,Male,United States of America,Some college/university study without earning a bachelor’s degree,Software Engineer,2.0,137499.5
444,27.0,Male,India,Master’s degree,Data Scientist,5.0,22499.5
445,27.0,Male,United States of America,Master’s degree,Data Scientist,2.0,112499.5
446,37.0,Male,United States of America,Master’s degree,Other,10.0,137499.5
447,27.0,Male,India,Master’s degree,Data Analyst,0.0,1499.5
448,37.0,Male,India,Master’s degree,Data Scientist,2.0,17499.5
449,47.0,Male,Argentina,Professional degree,Data Scientist,2.0,12499.5
450,27.0,Male,India,Master’s degree,Data Scientist,5.0,137499.5
451,27.0,Male,India,Professional degree,Research Scientist,5.0,12499.5
452,47.0,Male,Spain,Professional degree,Other,20.0,44999.5
453,32.0,Male,United States of America,Master’s degree,Software Engineer,10.0,137499.5
454,23.0,Male,Russia,Master’s degree,Business Analyst,2.0,27499.5
455,23.0,Male,Belarus,Master’s degree,Data Analyst,2.0,17499.5
456,23.0,Male,India,Bachelor’s degree,Data Scientist,10.0,8749.5
457,37.0,Male,India,Master’s degree,Data Analyst,10.0,44999.5
458,27.0,Male,United States of America,Master’s degree,Data Scientist,10.0,137499.5
459,32.0,Female,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,10.0,54999.5
460,47.0,Male,China,Doctoral degree,Research Scientist,20.0,54999.5
461,42.0,Male,Belarus,Master’s degree,Data Scientist,10.0,34999.5
462,27.0,Male,Russia,Bachelor’s degree,Data Scientist,5.0,22499.5
463,52.0,Male,Other,Doctoral degree,Research Scientist,20.0,22499.5
464,52.0,Female,United States of America,Master’s degree,Product/Project Manager,10.0,44999.5
465,42.0,Male,United States of America,Master’s degree,Statistician,10.0,112499.5
466,23.0,Female,United States of America,Master’s degree,Other,2.0,44999.5
467,27.0,Male,Argentina,Master’s degree,Data Scientist,5.0,27499.5
468,32.0,Female,United States of America,Bachelor’s degree,Other,2.0,74999.5
469,27.0,Male,India,Bachelor’s degree,Data Scientist,2.0,12499.5
470,27.0,Male,Japan,Master’s degree,Software Engineer,5.0,64999.5
471,23.0,Male,United States of America,Master’s degree,Data Analyst,5.0,74999.5
472,32.0,Male,Brazil,Bachelor’s degree,Data Scientist,2.0,2499.5
473,27.0,Male,India,Master’s degree,Data Scientist,5.0,74999.5
474,57.0,Male,United States of America,Master’s degree,Data Scientist,10.0,274999.5
475,37.0,Male,Germany,Master’s degree,Data Scientist,10.0,84999.5
476,47.0,Male,India,Master’s degree,Other,0.0,2499.5
477,42.0,Male,Spain,Master’s degree,Data Scientist,20.0,54999.5
478,27.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,54999.5
479,52.0,Male,Canada,Master’s degree,Data Scientist,10.0,44999.5
480,32.0,Male,United States of America,Bachelor’s degree,Data Scientist,5.0,174999.5
481,27.0,Male,Canada,Master’s degree,Data Scientist,5.0,84999.5
482,32.0,Male,Canada,Doctoral degree,Data Scientist,5.0,112499.5
483,37.0,Male,United States of America,Doctoral degree,Other,10.0,174999.5
484,37.0,Male,Viet Nam,Doctoral degree,Research Scientist,10.0,6249.5
485,57.0,Male,United States of America,Bachelor’s degree,Other,20.0,224999.5
486,27.0,Male,Chile,Professional degree,Data Scientist,10.0,27499.5
487,27.0,Male,Belgium,Doctoral degree,Research Scientist,5.0,27499.5
488,42.0,Male,United States of America,Master’s degree,Data Engineer,5.0,112499.5
489,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Data Scientist,10.0,44999.5
490,23.0,Female,Russia,Bachelor’s degree,Data Scientist,5.0,12499.5
491,27.0,Male,Other,Master’s degree,Product/Project Manager,2.0,64999.5
492,37.0,Male,United States of America,Doctoral degree,Data Scientist,20.0,137499.5
493,57.0,Male,Canada,Doctoral degree,Business Analyst,20.0,137499.5
494,32.0,Male,Colombia,Master’s degree,Data Engineer,10.0,34999.5
495,52.0,Male,Australia,Doctoral degree,Research Scientist,20.0,112499.5
496,23.0,Male,India,Master’s degree,Data Analyst,2.0,6249.5
497,27.0,Male,Chile,Bachelor’s degree,Data Engineer,5.0,137499.5
498,32.0,Male,Russia,Master’s degree,Data Scientist,10.0,64999.5
499,32.0,Male,China,Master’s degree,Data Engineer,5.0,1499.5
500,23.0,Female,Thailand,I prefer not to answer,Business Analyst,2.0,6249.5
501,32.0,Male,Other,Master’s degree,Research Scientist,2.0,2499.5
502,37.0,Male,Poland,Master’s degree,Data Scientist,10.0,64999.5
503,37.0,Male,Russia,Doctoral degree,Business Analyst,10.0,4499.5
504,32.0,Male,United States of America,Master’s degree,Data Scientist,5.0,224999.5
505,27.0,Female,Brazil,Bachelor’s degree,Data Analyst,2.0,17499.5
506,27.0,Female,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,5.0,22499.5
507,52.0,Male,Brazil,Professional degree,Product/Project Manager,0.0,6249.5
508,27.0,Male,India,Bachelor’s degree,Data Analyst,2.0,3499.5
509,32.0,Male,Canada,Master’s degree,Other,2.0,74999.5
510,47.0,Male,United States of America,Master’s degree,Software Engineer,20.0,137499.5
511,23.0,Male,Germany,Master’s degree,Research Scientist,5.0,54999.5
512,42.0,Male,United States of America,Master’s degree,Other,10.0,174999.5
513,32.0,Male,Belarus,Some college/university study without earning a bachelor’s degree,Software Engineer,10.0,64999.5
514,32.0,Male,Brazil,Master’s degree,Software Engineer,20.0,27499.5
515,42.0,Male,Belgium,Master’s degree,Data Analyst,20.0,64999.5
516,19.5,Male,India,Bachelor’s degree,Software Engineer,2.0,6249.5
517,47.0,Male,Russia,Doctoral degree,Other,0.0,3499.5
518,27.0,Male,United States of America,Bachelor’s degree,Data Engineer,5.0,112499.5
519,32.0,Male,Mexico,Doctoral degree,Data Scientist,5.0,12499.5
520,42.0,Male,United States of America,Master’s degree,Data Scientist,20.0,137499.5
521,23.0,Male,India,Master’s degree,Business Analyst,2.0,8749.5
522,27.0,Male,Austria,Doctoral degree,Statistician,2.0,22499.5
523,37.0,Male,United States of America,Master’s degree,Research Scientist,5.0,137499.5
524,27.0,Male,Italy,Master’s degree,Other,2.0,34999.5
525,27.0,Male,Brazil,Bachelor’s degree,Business Analyst,2.0,17499.5
526,23.0,Female,Ukraine,Master’s degree,Data Scientist,2.0,22499.5
527,32.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,112499.5
528,32.0,Female,United States of America,Bachelor’s degree,Data Scientist,2.0,84999.5
529,27.0,Male,India,Bachelor’s degree,Software Engineer,0.0,34999.5
530,23.0,Male,United States of America,Master’s degree,Data Scientist,2.0,84999.5
531,37.0,Male,United States of America,Doctoral degree,Software Engineer,20.0,137499.5
532,37.0,Male,Turkey,Doctoral degree,Data Scientist,2.0,44999.5
533,42.0,Female,Poland,Master’s degree,Data Engineer,10.0,34999.5
534,47.0,Male,Algeria,Doctoral degree,Research Scientist,20.0,1499.5
535,52.0,Male,New Zealand,Doctoral degree,Research Scientist,10.0,112499.5
536,42.0,Prefer not to say,India,Doctoral degree,Data Scientist,10.0,1499.5
537,37.0,Male,United States of America,Doctoral degree,Software Engineer,20.0,400000.0
538,37.0,Female,United States of America,Master’s degree,Data Scientist,20.0,174999.5
539,23.0,Female,United States of America,Master’s degree,Data Analyst,5.0,74999.5
540,37.0,Male,Mexico,Doctoral degree,Software Engineer,5.0,22499.5
541,64.5,Male,Sweden,Doctoral degree,Data Scientist,20.0,74999.5
542,37.0,Male,Kenya,Master’s degree,Data Analyst,2.0,34999.5
543,32.0,Male,Brazil,Doctoral degree,Other,10.0,2499.5
544,47.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
545,42.0,Male,India,Doctoral degree,Data Scientist,10.0,22499.5
546,37.0,Male,Germany,Doctoral degree,Data Scientist,10.0,74999.5
547,37.0,Male,Netherlands,I prefer not to answer,Other,5.0,3499.5
548,19.5,Male,Colombia,Some college/university study without earning a bachelor’s degree,Business Analyst,2.0,6249.5
549,32.0,Female,Greece,Master’s degree,Product/Project Manager,10.0,27499.5
550,52.0,Male,United States of America,Master’s degree,Software Engineer,10.0,174999.5
551,27.0,Male,Other,Master’s degree,Data Scientist,5.0,34999.5
552,32.0,Male,Romania,Bachelor’s degree,Software Engineer,2.0,34999.5
553,64.5,Male,United States of America,No formal education past high school,Software Engineer,20.0,274999.5
554,42.0,Male,United States of America,Doctoral degree,Other,20.0,400000.0
555,47.0,Male,United States of America,Doctoral degree,Data Analyst,20.0,112499.5
556,23.0,Male,India,Master’s degree,Other,2.0,4499.5
557,42.0,Male,United States of America,Master’s degree,Software Engineer,20.0,137499.5
558,27.0,Male,South Africa,Some college/university study without earning a bachelor’s degree,Software Engineer,0.0,1499.5
559,52.0,Male,United States of America,Master’s degree,Software Engineer,2.0,174999.5
560,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,112499.5
561,47.0,Male,United States of America,Bachelor’s degree,Software Engineer,2.0,274999.5
562,27.0,Male,Germany,Master’s degree,Software Engineer,2.0,74999.5
563,27.0,Male,Russia,Master’s degree,Software Engineer,10.0,27499.5
564,27.0,Male,Brazil,Bachelor’s degree,Data Analyst,2.0,6249.5
565,42.0,Male,Colombia,Professional degree,Data Analyst,2.0,12499.5
566,64.5,Female,Switzerland,Doctoral degree,Research Scientist,20.0,112499.5
567,52.0,Male,United States of America,Master’s degree,Data Engineer,20.0,137499.5
568,27.0,Male,Brazil,Master’s degree,Data Scientist,2.0,27499.5
569,27.0,Male,United States of America,Master’s degree,Data Scientist,5.0,84999.5
570,27.0,Male,Poland,Master’s degree,Data Scientist,5.0,34999.5
571,32.0,Male,Spain,Master’s degree,Data Scientist,10.0,44999.5
572,27.0,Male,United States of America,Master’s degree,Data Analyst,5.0,84999.5
573,52.0,Female,Tunisia,Doctoral degree,Other,2.0,1499.5
574,32.0,Male,Hungary,Master’s degree,Business Analyst,5.0,34999.5
575,27.0,Male,Pakistan,Doctoral degree,Data Scientist,5.0,8749.5
576,32.0,Male,Spain,Master’s degree,Research Scientist,2.0,22499.5
577,27.0,Male,United States of America,Master’s degree,DBA/Database Engineer,2.0,64999.5
578,19.5,Female,Ukraine,Master’s degree,Data Scientist,2.0,12499.5
579,32.0,Male,United States of America,Doctoral degree,Data Scientist,5.0,174999.5
580,64.5,Male,United States of America,Master’s degree,Business Analyst,10.0,94999.5
581,57.0,Prefer not to say,United States of America,Doctoral degree,Data Scientist,10.0,137499.5
582,27.0,Male,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Scientist,2.0,34999.5
583,27.0,Male,Turkey,Master’s degree,Software Engineer,2.0,1499.5
584,42.0,Female,United States of America,Master’s degree,Data Scientist,20.0,174999.5
585,32.0,Female,Canada,Master’s degree,Data Scientist,20.0,54999.5
586,37.0,Male,Germany,Doctoral degree,Product/Project Manager,20.0,174999.5
587,27.0,Male,India,Bachelor’s degree,Data Scientist,5.0,17499.5
588,23.0,Male,Russia,Master’s degree,Data Scientist,5.0,22499.5
589,37.0,Male,Nigeria,Doctoral degree,Statistician,5.0,3499.5
590,27.0,Female,Germany,Master’s degree,Data Scientist,5.0,54999.5
591,57.0,Male,United States of America,Master’s degree,Other,20.0,274999.5
592,37.0,Male,India,Bachelor’s degree,Data Scientist,10.0,27499.5
593,23.0,Male,United States of America,Master’s degree,Business Analyst,5.0,64999.5
594,37.0,Male,United States of America,Bachelor’s degree,Software Engineer,0.0,174999.5
595,27.0,Male,United States of America,Master’s degree,Data Analyst,5.0,74999.5
596,27.0,Male,India,Bachelor’s degree,Software Engineer,0.0,17499.5
597,32.0,Male,Germany,Doctoral degree,Research Scientist,20.0,17499.5
598,23.0,Male,Canada,Professional degree,Data Scientist,2.0,74999.5
599,52.0,Male,Germany,Doctoral degree,Data Scientist,20.0,94999.5
